,seller_id,seller_nickname,category_id,category,item_id,item_name,currency,price
61,234629020,PANDA FERRAMENTAS,MLB271599,Agro,MLB3384414107,"Bomba Submersa Caneta Palito 1/4hp 2,5  Intech Machine Bsca2 Voltagem 127v",BRL,420.85
62,1074382560,DESCONTO MAGAZINE,MLB271599,Agro,MLB4481471232,Lavadora De Alta Pressão Karcher Compacta 1500psi 1400w Karcher 220v,BRL,354.36
63,401899394,GRUPO SOMBRISUL,MLB271599,Agro,MLB3848424373,Lavadora Alta Pressão Lav1600 220v Vonder,BRL,389.35
64,440775073,INTER LEVELBR,MLB271599,Agro,MLB3729692673,Parafusadeira E Furadeira 3/8 Pol 280w Fpv-300 Vonder 110v,BRL,199.8
65,200203669,ACASASAOPAULOBOMBAS,MLB271599,Agro,MLB5076754446,Motobomba Submersa Caneta Palito 1/3cv Poço Artesiano Claw 110v,BRL,2300.0
66,353481463,GRAND COMMERCE,MLB271599,Agro,MLB3775189636,Vonder Bomba Periferica Bpv 375 Piscina Caixa 1/2cv Bivolt Cor Amarelo Fase Elétrica Monofásica Frequência 60 Hz 127v/220v,BRL,181.89
67,766587791,TERRÔ,MLB271599,Agro,MLB3684952081,"Trichoderma Harzianum 75ml - Mofo, Raíz, Podridão, Nematóide",BRL,39.0
68,200203669,ACASASAOPAULOBOMBAS,MLB271599,Agro,MLB3864800543,Bomba Submersa P/poço Tipo Sapo Rymer 1500 220v,BRL,227.28
69,85263796,123 COMPROU,MLB271599,Agro,MLB5045746142,Parafusadeira E Furadeira De Impacto Wap Wf 700fe 3/8'' 700w Cinza E Amarela 220v,BRL,144.0
70,1780384312,JBSERVICESHOP,MLB271599,Agro,MLB3793643703,Termo Higrômetro Com Sensor Externo E Certificado Calibração,BRL,55.0
71,200203669,ACASASAOPAULOBOMBAS,MLB271599,Agro,MLB3822443527,Vibra Vert Rymer 1500 Bomba Cinza 110v 280w,BRL,224.89
72,1375734583,THE_BLACK_TOOLS,MLB271599,Agro,MLB3552674321,Máquina Inversora De Solda Portatil Mma Eletrodo Mi150d 120a 220v The Black Tools,BRL,279.9
73,728969910,COMPRASEGURAECOM,MLB271599,Agro,MLB2910049702,Fio Eletroplástico 500m Cerca Elétrica Rural Residencial Top,BRL,59.17
74,440775073,INTER LEVELBR,MLB271599,Agro,MLB4811221730,Furadeira Parafusadeira Elétrica De 13mm Bosch Gsb 550 Re 550w 220v Azul,BRL,318.56
75,554152990,DP DISTRIBUIÇÃO,MLB271599,Agro,MLB3540689485,Saco Para Silagem Silo Gobi Brasil Pacote Com 100 Un + 100 Abraçadeiras,BRL,133.51
76,255200800,CASADASSERRASOFICIAL,MLB271599,Agro,MLB2808509630,Bomba Periférica Periférica Ferrari Premium Idb-50 1cv Cor Amarelo 127/220v,BRL,394.12
77,340133124,ELETRON RS,MLB271599,Agro,MLB5010864820,Fio Eletroplástico Cerca Rural 1000 M Super Resistente,BRL,198.0
78,743518733,2ELETRO INFO,MLB271599,Agro,MLB2794432256,Lavadora De Alta Pressão Wap Profesional Ocasional Ousada Plus 2200 220v,BRL,529.0
79,342136720,GENIUS_ECOMMERCE,MLB271599,Agro,MLB4728849376,Furadeira Martelete Parafusadeira Elétrica De 13mm Knakasaki Nk6013 820w + Accesorio Com Maleta De Transporte 220v,BRL,158.0
80,115335625,GUMELOS BRASIL,MLB271599,Agro,MLB3803394627,Fita De Pesagem Bovina P/ Gado De Leite E Corte,BRL,26.33
81,1066524207,DIPEX_,MLB271599,Agro,MLB5003952020,Seringa Vacinador Automático Pistola R50  Cor Metal Walmur,BRL,259.0
82,70110126,ROYAL MAQUINAS,MLB271599,Agro,MLB3901468236,Bomba Pressurizadora De Água - P120 - 220v - Jst,BRL,224.1
83,204629841,BARUK_WELEY,MLB271599,Agro,MLB3740865611,Forth Jardim Jabuticabeiras Npk Forth 400g Farelado,BRL,15.8
84,28286599,LUCAS FERRAMENTAS.,MLB271599,Agro,MLB4865461438,Fertilizante Plantfertil Npk 04-14-08 | 3kg,BRL,15.54
85,440775073,INTER LEVELBR,MLB271599,Agro,MLB3542624021,Furadeira Impacto Bosch 13mm 550w Maleta Gsb 550 Re 220v Cor Azul,BRL,336.0
86,1185775029,ISMAFER_FERRAMENTAS_1185775029,MLB271599,Agro,MLB4158921188,Lavadora De Alta Pressão Wap Ousada Wl 2600 1750psi Potência De 1500w 127v,BRL,499.0
87,825318972,GCECOMMERCE,MLB271599,Agro,MLB3505878677,Testador Cerca Elétrica Rural Analógico Voltímetro Gado Top,BRL,40.0
88,525237026,MAGAZINE SJ,MLB271599,Agro,MLB3402194903,Bomba Submersa 450w Para Agua Limpa 5g Anauger 900 220v,BRL,505.0
89,629552158,SINGNATURE_OFICIAL,MLB271599,Agro,MLB5052310024,Termo Higrômetro Sensor Mede Temperatura Interna/externa,BRL,22.99
90,176437388,LOJASMINASBRASIL,MLB271599,Agro,MLB3804749759,Furadeira Martelete Elétrica De 10mm Skil 6600 570w + Accesorio 127v,BRL,211.0
91,1078669131,AGROPEPERI,MLB271599,Agro,MLB3840410006,Ordenha Medidor De Leite Nacional Milk Meter Ordenhadeira,BRL,775.2
92,554152990,DP DISTRIBUIÇÃO,MLB271599,Agro,MLB3824712276,Saco Para Silagem Silo Pacote Com 100 Un + 100 Abraçadeiras ,BRL,120.27
93,83799991,DUTRA_MAQUINAS,MLB271599,Agro,MLB4464745656,Intech Machine Bp500 Laranja 220v 60 Hz Monofásica,BRL,164.9
94,166385557,JET SETTER,MLB271599,Agro,MLB4936147340,Boveda 75% - 60g Kit C/3un Umidificador Charutos,BRL,130.0
95,432301956,INTERFY LTDA,MLB271599,Agro,MLB3624859455,Chave Impacto Parafusadeira Furadeira 21v 2baterias Bivolt Cor Preto 110v/220v,BRL,412.0
96,255175708,FORTIRRIZA,MLB271599,Agro,MLB4690646038,500g - O Farelo Mais Amado Do Brasil,BRL,98.83
97,1332065711,GALANTELEDS,MLB271599,Agro,MLB3855973413,Máquina Inversora Solda Top Arc 200a 220v Galzer Serralheiro Cor Vermelho Frequência 50/60,BRL,315.81
98,1226389434,UMAMI ORIENTAL,MLB1403,Alimentos e Bebidas,MLB3634096208,Chá Oolong Amaya 70g Qualidade Premium Pronta,BRL,14.95
99,480265022,MERCADOLIVRE SUPERMERCADO,MLB1403,Alimentos e Bebidas,MLB2171568742,Bombom Ouro Branco Pacote 1kg,BRL,49.59
100,716350917,LOJA CAMELLIA,MLB1403,Alimentos e Bebidas,MLB4553571966,Mistura Flocada Para Empanados Panko Alfa 1 Kg,BRL,18.39
101,1750187054,EADI20240329221118,MLB1403,Alimentos e Bebidas,MLB3645644763,Gin Tanqueray London Dry 750ml,BRL,78.0
102,1188362425,GRUPO_CARREFOUR_MERCADO,MLB1403,Alimentos e Bebidas,MLB2916076280,Azeite De Oliva Extra Virgem Terras De Camões Vidro 500ml,BRL,38.19
103,1324332663,COMPANHIAGPASUL,MLB1403,Alimentos e Bebidas,MLB3856575578,"Chá Ice Tea Sabor Limão Lipton 1,5 Litro",BRL,5.39
104,746891112,SUPERARE SUPPLEMENTS,MLB1403,Alimentos e Bebidas,MLB2035777646,"Pasta De Amendoim Integral Power 1 One Pote 1,005kg",BRL,19.53
105,699026863,NOBAR SPIRITS,MLB1403,Alimentos e Bebidas,MLB2914964965,Ballena Licor Creme De Morango Com Tequila 750ml,BRL,116.99
106,250982423,MANIA_PINGO_DE_MEL,MLB1403,Alimentos e Bebidas,MLB3410595413,Chocolate Bombom Moranguete Caixa C/100 Unids De 9g - Bel,BRL,42.99
107,782599274,ATACAREJOPRAVOCE,MLB1403,Alimentos e Bebidas,MLB5015175600,Cereais Cereal Matinal Sucrilhos Kellogg's Original Kellogg's Sucrilhos Original Em Pacote 700 G,BRL,19.14
108,1188362425,GRUPO_CARREFOUR_MERCADO,MLB1403,Alimentos e Bebidas,MLB2880101622,União Açúcar Refinado 1kg,BRL,4.49
109,736159205,CIA BRASILEIRA,MLB1403,Alimentos e Bebidas,MLB1890160752,Saquê Seco Azuma Soft Garrafa 740ml,BRL,24.99
110,765585256,STORESARAÇARIGUAMA,MLB1403,Alimentos e Bebidas,MLB3138987121,Cápsulas De Café Nespresso Variado - 50 Cápsulas,BRL,135.0
111,1779237698,RDASILVASALGADO58914,MLB1403,Alimentos e Bebidas,MLB5083017618,Azeite Espanhol Extra Virgem Borges 500ml,BRL,25.99
112,701552359,SUPERNATURAIS,MLB1403,Alimentos e Bebidas,MLB4063313472,Color Andina Foods Adoçante Stevia 100% Natural En Pó Pote 40g,BRL,63.94
113,573761917,EMPORIOMLCOMERCIODEALIMENT,MLB1403,Alimentos e Bebidas,MLB2663793402,Bacardí  Rum Carta Blanca 980 Ml ,BRL,37.9
114,1109267179,REQUENAFOODS,MLB1403,Alimentos e Bebidas,MLB3628988051,Ameixa Sem Caroço Chilena 1kg,BRL,24.51
115,1131015103,RAFINHA ALIMENTOS,MLB1403,Alimentos e Bebidas,MLB3355706709,Chocolate Prestígio Caixa C/30 Unidades,BRL,46.67
116,568674447,CAFÉ ITALLE,MLB1403,Alimentos e Bebidas,MLB3376134559,Café Em Cápsula Torrado E Moído Compativel Capsulas Cafe Nespresso Café Italle 100 Unidades,BRL,144.41
117,736159205,CIA BRASILEIRA,MLB1403,Alimentos e Bebidas,MLB2003359152,"Suco De Laranja Integral Natural One 1,5l",BRL,16.88
118,736159205,CIA BRASILEIRA,MLB1403,Alimentos e Bebidas,MLB1890707178,Aveia Em Flocos Finos Caixa 450g Quaker,BRL,10.39
119,1135972609,IRMAOSMUFFATOSP,MLB1403,Alimentos e Bebidas,MLB4113263648,Italac Creme De Leite Uht Homogeneizado 200g,BRL,3.39
120,736159205,CIA BRASILEIRA,MLB1403,Alimentos e Bebidas,MLB4364575742,Passata Rústica Cirio Vidro 700g,BRL,13.49
121,42688842,RZ COMERCIO,MLB1403,Alimentos e Bebidas,MLB4899106532,Suco De Uva Tinto Integral Garibaldi 1.5 Litro,BRL,26.01
122,549596536,BAGGIOCAFE,MLB1403,Alimentos e Bebidas,MLB2022496091,Café Torrado E Moído Chocolate Trufado Baggio Pacote 250g,BRL,22.01
123,1188362425,GRUPO_CARREFOUR_MERCADO,MLB1403,Alimentos e Bebidas,MLB3118878323,Arroz Branco Tipo 1 Camil Pacote 5kg,BRL,34.79
124,1567745469,PROJETOT,MLB1403,Alimentos e Bebidas,MLB4488578900,Bombom Lacta Sonho De Valsa Pacote 1kg Com 50 Unidades,BRL,45.5
125,243706642,ENCONTRE VINHOS,MLB1403,Alimentos e Bebidas,MLB4430375000,Cerveja Cerpa Export One Way Long Neck 350ml 4 Pack,BRL,41.59
126,1424777051,PONTAMAR01,MLB1403,Alimentos e Bebidas,MLB4326207056,Semente Chia Original Pura 1kg Selecionada Premium Natural,BRL,12.99
127,1188362425,GRUPO_CARREFOUR_MERCADO,MLB1403,Alimentos e Bebidas,MLB3077743918,Café Torrado E Moído Tradicional Caixa 500g Melitta,BRL,20.99
128,1428721279,AQTUDO,MLB1403,Alimentos e Bebidas,MLB4170157934,Mrs Taste Barbecue Baixo Sódio Baixo Açúcar Baixo Cal 350g,BRL,19.43
129,573761917,EMPORIOMLCOMERCIODEALIMENT,MLB1403,Alimentos e Bebidas,MLB2660488206,Vermouth Martini Rosso 750 Ml,BRL,40.43
130,1635383423,CASADOSALAMEOFICIAL,MLB1403,Alimentos e Bebidas,MLB3567225965,Fazenda Sao Roque Vinagre De Maça São Roque 100% Orgânico,BRL,23.06
131,736159205,CIA BRASILEIRA,MLB1403,Alimentos e Bebidas,MLB4358582084,Lentilha Qualitá Pacote 500g,BRL,9.19
132,434904760,3FECOMMERCE,MLB1403,Alimentos e Bebidas,MLB3576248073,Coca-cola Mini Pack Refrigerante Sem Açúcar Garrafa 12 Unidades 200ml ,BRL,24.99
133,1517165911,COLMEIA_DOCES,MLB1403,Alimentos e Bebidas,MLB4954620168,Chocolate Snickers 20x45g - 900g Mars,BRL,58.87
134,1324332663,COMPANHIAGPASUL,MLB1403,Alimentos e Bebidas,MLB3748917452,"Chá Ice Tea Sabor Pêssego Lipton 1,5 Litro",BRL,5.39
135,1188362425,GRUPO_CARREFOUR_MERCADO,MLB1403,Alimentos e Bebidas,MLB3657452308,Creme De Leite Uht Leve Homogeneizado Original Nestlé Caixa 200g,BRL,3.89
136,1136027809,IRMAOSMUFFATOPR,MLB1403,Alimentos e Bebidas,MLB3959742528,Arroz Branco Tipo 1 Pacote Com 2kg Tio João,BRL,16.19
137,60245657,DOCES NEO,MLB1403,Alimentos e Bebidas,MLB4277778652,Água Mineral Lindoya Verão Com Gas Garrafa 510ml Fardo C/12u,BRL,21.15
138,1109267179,REQUENAFOODS,MLB1403,Alimentos e Bebidas,MLB3629007237,Paprica Defumada 1kg Premium,BRL,15.2
139,625440901,NVFULLCOMM,MLB1403,Alimentos e Bebidas,MLB2946790144,Caldo De Frango Davozzi - 1l,BRL,16.32
140,736159205,CIA BRASILEIRA,MLB1403,Alimentos e Bebidas,MLB2079594533,Pilão Espresso Extraforte 20 Unidades Cápsulas Café,BRL,30.49
141,736159205,CIA BRASILEIRA,MLB1403,Alimentos e Bebidas,MLB2670187445,Vodka Destilada Smirnoff 1.75l,BRL,49.9
142,736159205,CIA BRASILEIRA,MLB1403,Alimentos e Bebidas,MLB3466777916,Chocolate Lacta Diamante Negro 165g,BRL,11.69
143,1226389434,UMAMI ORIENTAL,MLB1403,Alimentos e Bebidas,MLB4430480638,Gengibre Tradicional Fatiado Em Conserva 1kg,BRL,19.19
144,650084609,AMENDOEIRA ORGÂNICA,MLB1403,Alimentos e Bebidas,MLB4991828524,Açúcar Demerara Orgânico Native 5kg,BRL,38.19
145,89674136,EMPÓRIO SOLERA,MLB1403,Alimentos e Bebidas,MLB2001942307,Vinho Tinto Chileno Carmenere 750ml Casillero Del Diablo,BRL,37.8
146,194110918,CHAPIRES.COM,MLB1403,Alimentos e Bebidas,MLB2606910103,Chá Twinings Limão Com Gengibre Em Sachê 15 G 10 U,BRL,13.84
147,736159205,CIA BRASILEIRA,MLB1071,Animais,MLB2079563921,Pedigree Biscrok Petisco Para Cães Adultos 1kg,BRL,23.88
148,592799910,PATAPETOFICIAL,MLB1071,Animais,MLB3857398007,Premierpet Golden Premium Especial Special Cachorro Adulto - Frango/carne - 20 Kg - Sacola - Seca,BRL,168.29
149,592799910,PATAPETOFICIAL,MLB1071,Animais,MLB5062107634,Alimento Premier Super Premium Raças Específicas Shih Tzu Para Cão Adulto De Raça Pequena Sabor Frango Em Sacola De 7.5kg,BRL,196.0
150,481904046,PAYPETRAKUTEN,MLB1071,Animais,MLB3456641169,"Apoquel Dermatológico Anti Coceira Pet 5,4 Mg Imediato",BRL,196.0
151,89408069,HELIO ATAIDE,MLB1071,Animais,MLB3516530959,Bebedouro Fonte Gatos Cerâmica O Mais Durável O Melhor,BRL,74.34
152,1024649254,GRAND_MAGASIN,MLB1071,Animais,MLB3749616371,Agemoxi Cl 250 Mg Antibiótico Agener 10 Comprimidos,BRL,62.3
153,1332588645,DARKREEF,MLB1071,Animais,MLB4519390884,Seachem Prime 325ml - Condicionador De Água P/ Aquário,BRL,78.03
154,1277503660,NEXOLOJA,MLB1071,Animais,MLB3841410155,Escova A Vapor Automática Bath Cats Brush 3 Em 1 Para Cães De Estimação Roro White Color,BRL,14.46
155,1024649254,GRAND_MAGASIN,MLB1071,Animais,MLB4477522974,Sulfamicina Para Aves Ibasa Pet 1 Litro - Imediato,BRL,75.5
156,112538836,JACARTTA ATACADOEVAREJO,MLB1071,Animais,MLB3956052698,Tapete Higienico Good Pad 50 Unidades,BRL,54.9
157,319130301,RALF DOBRA,MLB1071,Animais,MLB4084192092,Máquina Tosa Profissional Cachorros Sem Fio Recarregável Cor Preto Voltagem 110v/220v,BRL,105.78
158,112538836,JACARTTA ATACADOEVAREJO,MLB1071,Animais,MLB3956018222,Petlike Good Pad Tapete Higienico Para Cães E Gatos 60x60cm Com 30 Unidades,BRL,34.07
159,205085934,ACOLORIDA UTILIDADES,MLB1071,Animais,MLB3705819493,Bomba Submersa Aquário Bebedouro Pet Fontes Hidroponia 200lh Bivolt,BRL,29.0
160,1306417932,CENTERPETRAÇÕES DUMONT,MLB1071,Animais,MLB3358510427,Néctar Beija Flor Refil 400g Saíra Sanhaço Reino Das Aves,BRL,24.9
161,1470934489,LUAPET BRASIL,MLB1071,Animais,MLB4553137316,"Apoquel 5,4mg Combo 2 Unidades Cães Anti Coceira - Original",BRL,370.0
162,1199093426,ANZAI PET,MLB1071,Animais,MLB3768312617,Procart 25 Condroitina E Glicosamina 60 Comp Cães Procart Agener União,BRL,112.67
163,832754112,SHOP_SP,MLB1071,Animais,MLB3716050720,Regenerador Articular Para Cães Condroton 500mg 60 Cp,BRL,119.92
