,Unnamed: 0,seller_id,seller_nickname,category_id,category,item_id,item_name,currency,price
27,27,427044873,ALETA ONLINE,MLB5672,Acessórios para Veículos,MLB3485025179,Tipo De Alto-falante Triaxial Bravox B3x60 Cor Preto X 2 Unidades ,BRL,101.81
28,28,561824330,MAGAZINE TOOLS,MLB5672,Acessórios para Veículos,MLB2162425813,Bypass Prolongador Da Sonda Lambda Universal Extensor Top,BRL,16.48
29,29,821909660,SHOPPING CHAVES,MLB5672,Acessórios para Veículos,MLB3128295801,Capa Chave Canivete Onix Prisma Cobalt Cruze 2013 2014 2015,BRL,37.94
30,30,668320788,KAUTO,MLB5672,Acessórios para Veículos,MLB3449658705,Aditivo Radiador Rosa T5 Radnaq 5 Litros Concentrado Galão,BRL,25.65
31,31,1087712289,SPARE PARTSAUTOMOTIVE,MLB5672,Acessórios para Veículos,MLB2735548557,Par Kits De Rolamento Roda Traseira Gol G1 G2 G3 G4 G5 ,BRL,59.85
32,32,77862772,FERNANDOSOMJAU2009,MLB5672,Acessórios para Veículos,MLB4355603598,Triangulo Segurança Automotivo Sinalizador Estrada,BRL,15.9
33,33,289097433,IDEAL COOLER,MLB5672,Acessórios para Veículos,MLB2820041966,Radiador Celta 2006 2007 2008 2009 2010 2011 2012 2013 2014,BRL,257.02
34,34,670951102,RADICALSOM.COM.BR,MLB5672,Acessórios para Veículos,MLB3584514627,Controle Remoto Universal Longa Distância Jfa K1200 Preto,BRL,58.13
35,35,424745478,RADARVENDAS ONLINE,MLB5672,Acessórios para Veículos,MLB3069143806,Antena De Teto Universal Shark Tubarão Preta Esportivo Am/fm,BRL,27.08
36,36,643397305,BELARMOTOS,MLB5672,Acessórios para Veículos,MLB2137383484,Pneu Traseiro Para Moto Pirelli Mt 60 Para Uso Com Câmara De 110/90-17 P 60 X 1 Unidade,BRL,409.0
37,37,709426934,EIBEXIMPORTS,MLB5672,Acessórios para Veículos,MLB2621232140,Manopla Bola Cambio Marcha Onix 2017 2018 2019 2020 Preta ,BRL,36.41
38,38,209685342,EVOX_PACK,MLB5672,Acessórios para Veículos,MLB4996201546,Calibrador Compressor Pneu Digital Carro Bike Moto Sem Fio,BRL,115.92
39,39,68657233,BESSER AMORTECEDORES,MLB5672,Acessórios para Veículos,MLB2023025576,Par Amortecedor A Gás Porta Malas Ford Ka 2018 2019 2020,BRL,53.2
40,40,257778542,AUTOCAR EXPRESS,MLB5672,Acessórios para Veículos,MLB4572567808,Kit Ignição Eletrônica Sensor Hall Bobina Vw Fusca Kombi,BRL,279.9
41,41,275032644,VWKOLINAPREMIER,MLB5672,Acessórios para Veículos,MLB4209547476,Bomba Alta Pressao Amarok Original Vw 03l130755ab - Amarok,BRL,2895.27
42,42,733331841,BBACOMERCIO94,MLB5672,Acessórios para Veículos,MLB5017284300,11pçs Polimento 3 Polegadas Furadeira / Parafusadeira,BRL,30.51
43,43,1148569370,MEGAMOTO.COM,MLB5672,Acessórios para Veículos,MLB4725237348,Pneu Traseiro 140/70-17 Para Moto Maggion Sem Câmara,BRL,299.0
44,44,444879053,ZEFRIZINHOAUTOPECAS,MLB5672,Acessórios para Veículos,MLB4293586804,Encolhedor Molas Universal Automotiva Espiral Profissional,BRL,148.04
45,45,1126159554,VIDEOSOM AT,MLB5672,Acessórios para Veículos,MLB3379141193,Autoalarme Automotivo Positron Cyber Exact Ex360 Universal,BRL,241.99
46,46,821909660,SHOPPING CHAVES,MLB5672,Acessórios para Veículos,MLB3128351004,Capa Chave Canivete Onix S10 Spin 2013 2014 2015 2016 2017,BRL,37.9
47,47,1108715207,ECAT MAGAZINE,MLB5672,Acessórios para Veículos,MLB3551772445,Água Desmineralizada Alta Pureza Fertibom 20 Litros,BRL,55.97
48,48,378393420,FASTCAR BRASIL.,MLB5672,Acessórios para Veículos,MLB3330823508,Abro Copper Gasket Spray 255 G - Formador De Juntas Cobre,BRL,96.35
49,49,337656002,VMFERRAMENTAS,MLB271599,Agro,MLB4986235654,"Furadeira E Parafusadeira 13mm Sem Fio Dewalt, Modelo Dcd7781d2 Furadeira De Impacto Com Maleta De Ferramentas 2 Baterias 1 Carregador Bivolt",BRL,1203.91
50,50,575520586,GRUPOSANTOLUXO,MLB271599,Agro,MLB5040041726,Bomba Submersa Linss Tipo Narja Vibratória 900 Turbo 220v Sapo,BRL,263.11
51,51,1074382560,DESCONTO MAGAZINE,MLB271599,Agro,MLB4481505816,Lavadora De Alta Pressão Kärcher Compacta 1500psi 1400w Cor Amarelo 110v,BRL,359.91
52,52,202012254,ROSIANESILVACOSMETICOS,MLB271599,Agro,MLB4326023504,Kit Nutrição Fertilizante Flowermind M 1 Litro + Blend 125g,BRL,272.0
53,53,178333545,ATOZDISTRIBUIDORA,MLB271599,Agro,MLB3849058171,Termo-higrômetro Digital Relógio Umidade Temperatura Ar ,BRL,21.29
54,54,440775073,INTER LEVELBR,MLB271599,Agro,MLB4625902404,Parafusadeira E Furadeira A Bateria 12v Bivolt Pfv120 Vonder Com 1 Bateria,BRL,188.98
55,55,1127622822,ORTHOEHOSPESPERANCA,MLB271599,Agro,MLB4888200340,Ferrari Bc Acquapump Bomba D´água Periférica 1/2 Cv 370w 110v,BRL,169.99
56,56,392757770,PONTO_CERTO_SHOP,MLB271599,Agro,MLB4865480866,Seringa Vacinador Automático Pistola R50  Cor Metal Walmur,BRL,244.35
57,57,440775073,INTER LEVELBR,MLB271599,Agro,MLB4396014592,Lavadora De Alta Pressão 1300 Libras Lav1300 220v - Vonder Cor Amarelo Frequência 60 Hz,BRL,327.6
58,58,166385557,JET SETTER,MLB271599,Agro,MLB1950980464,Boveda 62% - 8g Kit C/3un Umidificador Ervas E Fumos,BRL,39.5
59,59,440775073,INTER LEVELBR,MLB271599,Agro,MLB3729692673,Parafusadeira E Furadeira 3/8 Pol 280w Fpv-300 Vonder 110v,BRL,199.8
60,60,234629020,PANDA FERRAMENTAS,MLB271599,Agro,MLB3384450349,"Bomba Submersa Caneta Palito 1/4hp 2,5  Intech Machine Bsca2 Voltagem 220v",BRL,420.85
61,61,1458393882,YURIHOMEGARDEN,MLB271599,Agro,MLB4771774852,Fertilizante Mineral Enxofre 300g Rende 100lts Dimy,BRL,29.91
62,62,234629020,PANDA FERRAMENTAS,MLB271599,Agro,MLB3384414107,"Bomba Submersa Caneta Palito 1/4hp 2,5  Intech Machine Bsca2 Voltagem 127v",BRL,420.85
63,63,1074382560,DESCONTO MAGAZINE,MLB271599,Agro,MLB4481471232,Lavadora De Alta Pressão Karcher Compacta 1500psi 1400w Karcher 220v,BRL,354.36
64,64,377805953,BRUSHOPSTORE,MLB271599,Agro,MLB3781633545,"Parafusadeira E Furadeira A Bateria, Sem Fio Wap Bpf 12k3 12v Com Maleta E Kit De 13 Acessórios,  Bivolt",BRL,201.52
65,65,305306292,TERRACOMERCIODEABRASIVOSE,MLB271599,Agro,MLB3668603793,Tesoura Aviação Corte Reto Para Chapa Funileiro Calheiro Hutz,BRL,35.81
66,66,606390830,SSMAIMPORTS,MLB271599,Agro,MLB3804141799,Termo Higrômetro Medidor Sensor Temperatura Umidade Relógio Digital,BRL,21.99
67,67,766587791,TERRÔ,MLB271599,Agro,MLB3684952081,"Trichoderma Harzianum 75ml - Mofo, Raíz, Podridão, Nematóide",BRL,39.0
68,68,1780384312,JBSERVICESHOP,MLB271599,Agro,MLB3793643703,Termo Higrômetro Com Sensor Externo E Certificado Calibração,BRL,55.0
69,69,85263796,123 COMPROU,MLB271599,Agro,MLB5045746142,Parafusadeira E Furadeira De Impacto Wap Wf 700fe 3/8'' 700w Cinza E Amarela 220v,BRL,144.0
70,70,728969910,COMPRASEGURAECOM,MLB271599,Agro,MLB2910049702,Fio Eletroplástico 500m Cerca Elétrica Rural Residencial Top,BRL,59.86
71,71,1375734583,THE_BLACK_TOOLS,MLB271599,Agro,MLB3552674321,Máquina Inversora De Solda Portatil Mma Eletrodo Mi150d 120a 220v The Black Tools,BRL,286.9
72,72,255200800,CASADASSERRASOFICIAL,MLB271599,Agro,MLB2808509630,Bomba Periférica Periférica Ferrari Premium Idb-50 1cv Cor Amarelo 127/220v,BRL,394.12
73,73,743518733,2ELETRO INFO,MLB271599,Agro,MLB2794432256,Lavadora De Alta Pressão Wap Profesional Ocasional Ousada Plus 2200 220v,BRL,529.0
74,74,342136720,GENIUS_ECOMMERCE,MLB271599,Agro,MLB4728849376,Furadeira Martelete Parafusadeira Elétrica De 13mm Knakasaki Nk6013 820w + Accesorio Com Maleta De Transporte 220v,BRL,158.0
75,75,115335625,GUMELOS BRASIL,MLB271599,Agro,MLB3803394627,Fita De Pesagem Bovina P/ Gado De Leite E Corte,BRL,26.33
76,76,532245195,KARCHER LOJA_OFICIAL,MLB271599,Agro,MLB3171972991,Lavadora De Alta Pressão Kärcher K2 Plus Car 1740psi 1400w Cor Amarelo/preto 127v,BRL,599.0
77,77,340133124,ELETRON RS,MLB271599,Agro,MLB5010864820,Fio Eletroplástico Cerca Rural 1000 M Super Resistente,BRL,198.0
78,78,1236929449,GRANDCOMMERCESP,MLB271599,Agro,MLB3504217889,Vonder Bomba Periferica Bpv 375 Piscina Caixa 1/2cv Bivolt Cor Amarelo Fase Elétrica Monofásica Frequência 60 Hz 127v/220v,BRL,183.35
79,79,440775073,INTER LEVELBR,MLB271599,Agro,MLB4811221730,Furadeira Parafusadeira Elétrica De 13mm Bosch Gsb 550 Re 550w 220v Azul,BRL,318.56
80,80,554152990,DP DISTRIBUIÇÃO,MLB271599,Agro,MLB3540689485,Saco Para Silagem Silo Gobi Brasil Pacote Com 100 Un + 100 Abraçadeiras,BRL,133.51
81,81,1294728848,DOCTOR_HOUSE2,MLB271599,Agro,MLB5002903954,Fio Eletroplastico 500m Cerca Eletrica Rural Residencial Top,BRL,59.23
82,82,204629841,BARUK_WELEY,MLB271599,Agro,MLB3740865611,Forth Jardim Jabuticabeiras Npk Forth 400g Farelado,BRL,15.8
83,83,1185775029,ISMAFER_FERRAMENTAS_1185775029,MLB271599,Agro,MLB4158921188,Lavadora De Alta Pressão Wap Ousada Wl 2600 1750psi Potência De 1500w 127v,BRL,549.9
84,84,525237026,MAGAZINE SJ,MLB271599,Agro,MLB3402194903,Bomba Submersa 450w Para Agua Limpa 5g Anauger 900 220v,BRL,505.0
85,85,440775073,INTER LEVELBR,MLB271599,Agro,MLB3542624021,Furadeira Impacto Bosch 13mm 550w Maleta Gsb 550 Re 220v Cor Azul,BRL,336.0
86,86,83799991,DUTRA_MAQUINAS,MLB271599,Agro,MLB2843555178,Bomba Pressurizadora 120 Watts 1600l 220v - Intech Machine,BRL,287.1
87,87,1078669131,AGROPEPERI,MLB271599,Agro,MLB3840410006,Ordenha Medidor De Leite Nacional Milk Meter Ordenhadeira,BRL,775.2
88,88,825318972,GCECOMMERCE,MLB271599,Agro,MLB3505878677,Testador Cerca Elétrica Rural Analógico Voltímetro Gado Top,BRL,40.0
89,89,83799991,DUTRA_MAQUINAS,MLB271599,Agro,MLB4508908754,Bomba Pressurizadora Bfl300 Intech P/ Ate 4 Pontos 127v 220v,BRL,498.15
90,90,395224615,LUA_GOLDENTECH,MLB271599,Agro,MLB4819031312,Furadeira Martelete Elétrica De 10mm Skil 6600 570w,BRL,198.0
91,91,614328409,INTERPET S,MLB271599,Agro,MLB4048252686,Sementes De Quiabo Santa Cruz 47 - 1 Kg - Sakata,BRL,154.03
92,92,629552158,SINGNATURE_OFICIAL,MLB271599,Agro,MLB5052310024,Termo Higrômetro Sensor Mede Temperatura Interna/externa,BRL,22.99
93,93,166385557,JET SETTER,MLB271599,Agro,MLB4936147340,Boveda 75% - 60g Kit C/3un Umidificador Charutos,BRL,130.0
94,94,255175708,FORTIRRIZA,MLB271599,Agro,MLB4690646038,500g - O Farelo Mais Amado Do Brasil,BRL,98.83
95,95,176437388,LOJASMINASBRASIL,MLB271599,Agro,MLB3804749759,Furadeira Martelete Elétrica De 10mm Skil 6600 570w + Accesorio 127v,BRL,211.0
96,96,525237026,MAGAZINE SJ,MLB271599,Agro,MLB4098103680,Bomba Submersa Sapo Anauger Poço Sappo Eccoo Fit 110v,BRL,309.0
97,97,1236929449,GRANDCOMMERCESP,MLB271599,Agro,MLB4322452630,"Lavadora De Alta Pressão Wap Extreme Turbo 2800, 2450psi, Motor De Indução, 1900w, 220v",BRL,1386.05
98,98,143854864,AGRO.SERVOFICIAL,MLB271599,Agro,MLB3666138818,Lacton Agros Nutrition,BRL,156.94
99,99,1643069927,DISTRIBUIDORAOITO,MLB1403,Alimentos e Bebidas,MLB5076569746,Cha Verde Melancia Zero Acucar Yai 1l,BRL,9.0
100,100,480265022,MERCADOLIVRE SUPERMERCADO,MLB1403,Alimentos e Bebidas,MLB2171568742,Bombom Ouro Branco Pacote 1kg,BRL,42.07
101,101,1188362425,GRUPO_CARREFOUR_MERCADO,MLB1403,Alimentos e Bebidas,MLB2916076280,Azeite De Oliva Extra Virgem Terras De Camões Vidro 500ml,BRL,38.19
102,102,1750187054,EADI20240329221118,MLB1403,Alimentos e Bebidas,MLB3645644763,Gin Tanqueray London Dry 750ml,BRL,78.0
103,103,225631324,ORIENTALCOMPANY,MLB1403,Alimentos e Bebidas,MLB4344514044,Mistura Flocada Para Empanados Panko Alfa 1 Kg,BRL,17.64
104,104,14933621,TNTINFOLOJA.COM.BR,MLB1403,Alimentos e Bebidas,MLB4706176024,Pilão Café Intenso 08 Cápsulas 20 Unidades,BRL,27.9
105,105,45951108,COFI.,MLB1403,Alimentos e Bebidas,MLB3725123031,Caldo De Frango Davozzi - 1l,BRL,21.41
106,106,1052709249,STARBEBIDAS,MLB1403,Alimentos e Bebidas,MLB3139541960,Ballena Licor Creme De Morango Com Tequila 750ml,BRL,118.93
107,107,618148002,DIDI7082790,MLB1403,Alimentos e Bebidas,MLB3273003473,Chocolate Ao Leite Alpine Milk Milka Pacote 100g,BRL,11.98
108,108,674473738,SNACK_BOX1,MLB1403,Alimentos e Bebidas,MLB2768735613,Bala Dura Santa Fe Hortelã Com Açúcar Sem Glúten 600 G 120 U,BRL,9.19
109,109,1109267179,REQUENAFOODS,MLB1403,Alimentos e Bebidas,MLB3628988051,Ameixa Sem Caroço Chilena 1kg,BRL,25.41
110,110,736159205,CIA BRASILEIRA,MLB1403,Alimentos e Bebidas,MLB2003359152,"Suco De Laranja Integral Natural One 1,5l",BRL,16.88
111,111,1324332663,COMPANHIAGPASUL,MLB1403,Alimentos e Bebidas,MLB3856575578,"Chá Ice Tea Sabor Limão Lipton 1,5 Litro",BRL,5.39
112,112,1188362425,GRUPO_CARREFOUR_MERCADO,MLB1403,Alimentos e Bebidas,MLB3118878323,Arroz Branco Tipo 1 Camil Pacote 5kg,BRL,31.71
113,113,736159205,CIA BRASILEIRA,MLB1403,Alimentos e Bebidas,MLB4364575742,Passata Rústica Cirio Vidro 700g,BRL,13.49
114,114,341935587,CASAVINHO,MLB1403,Alimentos e Bebidas,MLB3725839895,Espumante Argentino Branco Brut Cuvée Réserve Mumm 750mlmumm Cuvée Réserve 2023 Adega Mumm Brut 750 Ml,BRL,79.0
115,115,1635383423,CASADOSALAMEOFICIAL,MLB1403,Alimentos e Bebidas,MLB3567225965,Fazenda Sao Roque Vinagre De Maça São Roque 100% Orgânico,BRL,23.06
116,116,1131015103,RAFINHA ALIMENTOS,MLB1403,Alimentos e Bebidas,MLB3355706709,Chocolate Prestígio Caixa C/30 Unidades,BRL,46.67
117,117,765585256,STORESARAÇARIGUAMA,MLB1403,Alimentos e Bebidas,MLB3138987121,Cápsulas De Café Nespresso Variado - 50 Cápsulas,BRL,135.8
118,118,480265022,MERCADOLIVRE SUPERMERCADO,MLB1403,Alimentos e Bebidas,MLB3326557897,Bacardí  Rum Carta Blanca 980 Ml ,BRL,42.49
119,119,736159205,CIA BRASILEIRA,MLB1403,Alimentos e Bebidas,MLB1890707178,Aveia Em Flocos Finos Caixa 450g Quaker,BRL,10.39
120,120,107970303,IDEAL_NOBRE,MLB1403,Alimentos e Bebidas,MLB3847539747,Color Andina Foods Adoçante Stevia 100% Natural En Pó Pote 40g,BRL,63.16
121,121,42688842,RZ COMERCIO,MLB1403,Alimentos e Bebidas,MLB4899106532,Suco De Uva Tinto Integral Garibaldi 1.5 Litro,BRL,26.01
122,122,568674447,CAFÉ ITALLE,MLB1403,Alimentos e Bebidas,MLB3376134559,Café Em Cápsula Torrado E Moído Compativel Capsulas Cafe Nespresso Café Italle 100 Unidades,BRL,138.9
123,123,1324362670,COMPANHIAGPANE,MLB1403,Alimentos e Bebidas,MLB3666372412,União Açúcar Refinado 1kg,BRL,4.89
124,124,269406683,GJK SHOPPING,MLB1403,Alimentos e Bebidas,MLB4519561386,Sal Marinho Integral De Mossoró Smart Fino 1kg Natural,BRL,15.99
125,125,434904760,3FECOMMERCE,MLB1403,Alimentos e Bebidas,MLB2770315154,Chocolate Stikadinho Morango Neugebauer Chocolates 12g- 32un,BRL,24.99
126,126,736159205,CIA BRASILEIRA,MLB1403,Alimentos e Bebidas,MLB4277574412,Suco Integral De Maca Taeq 1l,BRL,14.69
127,127,1424777051,PONTAMAR01,MLB1403,Alimentos e Bebidas,MLB4326207056,Semente Chia Original Pura 1kg Selecionada Premium Natural,BRL,12.99
128,128,1188362425,GRUPO_CARREFOUR_MERCADO,MLB1403,Alimentos e Bebidas,MLB3077743918,Café Torrado E Moído Tradicional Caixa 500g Melitta,BRL,20.99
129,129,243706642,ENCONTRE VINHOS,MLB1403,Alimentos e Bebidas,MLB4430375000,Cerveja Cerpa Export One Way Long Neck 350ml 4 Pack,BRL,41.59
130,130,736159205,CIA BRASILEIRA,MLB1403,Alimentos e Bebidas,MLB4358582084,Lentilha Qualitá Pacote 500g,BRL,9.19
131,131,625472721,QUALITYFORLIFE,MLB1403,Alimentos e Bebidas,MLB2788276078, Cookoa Canela Do Ceilão 60gr,BRL,59.41
132,132,1109267179,REQUENAFOODS,MLB1403,Alimentos e Bebidas,MLB3629007237,Paprica Defumada 1kg Premium,BRL,15.2
133,133,377057748,CLEIDEFAZOLIN,MLB1403,Alimentos e Bebidas,MLB5033125060,Campari Aperitivo Bitter 748ml,BRL,42.63
134,134,1188362425,GRUPO_CARREFOUR_MERCADO,MLB1403,Alimentos e Bebidas,MLB3042215322,Chocolate Pó Nestlé Solúvel 50% Cacau Dois Frades Caixa 200g,BRL,17.49
135,135,736159205,CIA BRASILEIRA,MLB1403,Alimentos e Bebidas,MLB2079594533,Pilão Espresso Extraforte 20 Unidades Cápsulas Café,BRL,30.49
136,136,1226389434,UMAMI ORIENTAL,MLB1403,Alimentos e Bebidas,MLB4430480638,Gengibre Tradicional Fatiado Em Conserva 1kg,BRL,19.19
137,137,1318646562,MULTIVENDASDIST,MLB1403,Alimentos e Bebidas,MLB3843948611,Coca-cola Mini Pack Refrigerante Sem Açúcar Garrafa 12 Unidades 200ml ,BRL,20.19
138,138,292559558,ZINIINDUSTRIAECOMERCIODEP,MLB1403,Alimentos e Bebidas,MLB3171613706,Farinha De Rosca Empanar Fioccopan S3 10kg  Zini,BRL,228.46
139,139,1383202109,DNEZA VARIEDADES,MLB1403,Alimentos e Bebidas,MLB4282311684,Panettone Com Frutas Cristalizadas E Uvas-passas Bauducco Caixa 400g,BRL,21.82
140,140,1318852146,MEGA.ATACADO,MLB1403,Alimentos e Bebidas,MLB3348262645,Açúcar Refinado Granulado Em Sachês União  Caixa Com 400 Un,BRL,25.66
141,141,60245657,DOCES NEO,MLB1403,Alimentos e Bebidas,MLB4277778652,Água Mineral Lindoya Verão Com Gas Garrafa 510ml Fardo C/12u,BRL,28.98
142,142,1226389434,UMAMI ORIENTAL,MLB1403,Alimentos e Bebidas,MLB3634096208,Chá Oolong Amaya 70g Qualidade Premium Pronta,BRL,14.95
143,143,480265022,MERCADOLIVRE SUPERMERCADO,MLB1403,Alimentos e Bebidas,MLB3621444119,Chocolate Ao Leite Com Pedaços De Avelãs Milka Pacote 100g,BRL,11.29
144,144,250982423,MANIA_PINGO_DE_MEL,MLB1403,Alimentos e Bebidas,MLB3646105025,Bolete Bala Com Chicle Dori Bolete Tutti-frutti Sem Glúten 600g,BRL,12.58
145,145,1750187054,EADI20240329221118,MLB1403,Alimentos e Bebidas,MLB4863909082,Whisky Jack Daniel's Tennesee Apple 1l,BRL,111.0
146,146,736159205,CIA BRASILEIRA,MLB1403,Alimentos e Bebidas,MLB1991423811,Adoçante Zero Cal Líquido Sem Glúten 200 Ml,BRL,10.39
147,147,194110918,CHAPIRES.COM,MLB1403,Alimentos e Bebidas,MLB2606910103,Chá Twinings Limão Com Gengibre Em Sachê 15 G 10 U,BRL,13.84
148,148,1717726692,CROM,MLB1071,Animais,MLB3853524537,Ração Quatree Life Gatos Castrados Salmão E Arroz 10.1kg,BRL,146.0
149,149,736159205,CIA BRASILEIRA,MLB1071,Animais,MLB2079563921,Pedigree Biscrok Petisco Para Cães Adultos 1kg,BRL,23.88
150,150,607225773,DISMAX DISTRIBUIÇÃO_MÁXIMA,MLB1071,Animais,MLB3744485405,Petisco Dreamies Para Gatos Adultos Sabor Carne Tentadora 150g,BRL,18.89
151,151,1277503660,NEXOLOJA,MLB1071,Animais,MLB3841410155,Escova A Vapor Automática Bath Cats Brush 3 Em 1 Para Cães De Estimação Roro White Color,BRL,14.46
152,152,256540108,PERESPETSTORE_,MLB1071,Animais,MLB5058967480,Agemoxi Cl 250 Mg Antibiótico Agener 10 Comprimidos,BRL,57.92
153,153,239327946,ÁGBE COMÉRCIO,MLB1071,Animais,MLB4664046278,Bomba Submersa Bombinha Motor Para Fonte Água Aquário Bivolt 110v/220v,BRL,24.62
154,154,481904046,PAYPETRAKUTEN,MLB1071,Animais,MLB4500497818,"Zoetis Apoquel Dermatológico Anti Coceira Cães 3,6 Mg 20 Comp 3,6mg",BRL,186.9
155,155,311163711,PETCARONE,MLB1071,Animais,MLB3823490871,Sulfamicina Para Aves Ibasa Pet 1 Litro - Imediato,BRL,76.16
156,156,112538836,JACARTTA ATACADOEVAREJO,MLB1071,Animais,MLB3956052698,Tapete Higienico Good Pad 50 Unidades,BRL,54.9
157,157,370416755,LUFIARA,MLB1071,Animais,MLB3713266825,Remedio Carrapato Pulgas Para Cachorro Que Dura 6 Meses 6mg 4 Comprimidos,BRL,19.24
158,158,112538836,JACARTTA ATACADOEVAREJO,MLB1071,Animais,MLB3596718659,Tapete Higiênico Para Cães Ultra Pads 60x80 C/ 30 Un Lavanda,BRL,47.14
159,159,1332588645,DARKREEF,MLB1071,Animais,MLB4519390884,Seachem Prime 325ml - Condicionador De Água P/ Aquário,BRL,78.03
