seller_id;data_created;item_id;quantity;price
1695685840;02/06/2024;MLB5082574454;3;58900.0
6192796;06/02/2023;MLB4040773570;1;9.21
359656581;16/08/2023;MLB3686643987;9;12.48
1086556888;28/05/2023;MLB3817645197;8;299.0
640436496;25/08/2024;MLB3683271187;9;3869.91
496077281;13/07/2024;MLB4775709490;10;28.4
1332615040;16/08/2023;MLB3477962021;10;68.42
406517118;19/02/2023;MLB5033142710;8;18.6
95174741;01/02/2024;MLB1028968851;9;435.0
95174741;29/03/2024;MLB1139876342;8;169.9
816400439;07/01/2023;MLB2007974819;8;11.17
1934797582;09/06/2023;MLB5048338920;7;2199.0
493022660;21/03/2023;MLB4913304516;10;29.22
1221177436;26/09/2023;MLB3864771657;3;158.31
288772222;08/05/2023;MLB4598816454;2;115.0
1780384312;15/03/2024;MLB3793643703;8;55.0
306786885;30/07/2024;MLB3762671715;5;117.99
50738385;18/06/2023;MLB3548404471;10;15.9
1487158047;05/09/2023;MLB3520564697;3;13.12
1003963486;25/07/2023;MLB3806666681;8;25.82
1719503200;25/10/2023;MLB3643878939;3;195.0
1158756553;07/06/2023;MLB4736068452;8;4049.0
584018827;02/07/2024;MLB3859195519;1;78.9
251296886;13/08/2023;MLB4967784696;10;500.0
1473251332;22/10/2023;MLB3690512117;10;29.0
153938540;20/07/2023;MLB3441582029;2;31.71
614794592;11/03/2023;MLB5085338754;9;197.0
1867843782;15/07/2023;MLB4812143184;8;73.15
176760914;19/03/2024;MLB5046274776;5;1380000.0
23570019;23/06/2024;MLB4243840282;3;18.99
51869795;26/09/2023;MLB782141206;10;139.99
653305084;11/12/2023;MLB1785496717;10;26.94
1291035015;01/03/2024;MLB5079206188;2;91500.0
177928932;22/08/2024;MLB3600385733;9;30.07
229666274;22/01/2023;MLB4070835288;4;22.8
175729038;18/06/2024;MLB4780932422;10;29.94
51869795;04/10/2023;MLB819156677;4;49.99
93002175;24/03/2023;MLB5089254964;7;750.0
1918199536;20/06/2023;MLB5092748330;3;89990.0
1343095651;28/05/2024;MLB3902407458;3;64.86
211037446;07/03/2024;MLB3722589767;3;4479.0
1718868544;20/03/2023;MLB5082789832;5;92.12
439595320;04/07/2024;MLB3661801279;1;129.8
317390047;04/06/2024;MLB4096473914;3;154.92
582715635;30/01/2024;MLB3852806601;8;27.22
557704579;10/06/2024;MLB4645705508;1;77.77
134073130;02/03/2024;MLB3389500547;5;26.43
441608414;24/12/2023;MLB3862006231;6;85000.0
235608158;09/02/2023;MLB4147955524;8;26.92
646053858;28/12/2023;MLB5073225784;6;291.0
74144875;23/06/2023;MLB4783478854;7;325.0
234836231;13/05/2023;MLB4369740610;5;39.75
101922037;25/02/2024;MLB3830695843;8;66.97
361608313;03/06/2023;MLB3696932445;9;53.2
145066530;17/09/2023;MLB3790522577;5;14.27
1246937090;01/01/2024;MLB3569757607;6;24.07
317039741;20/02/2023;MLB3828603856;4;1242.09
306651618;18/03/2024;MLB3860146363;2;341.1
79453749;15/09/2023;MLB977170961;8;14.7
114830033;01/07/2023;MLB5068113188;1;149900.0
592299815;07/10/2023;MLB3456042845;4;105.0
218543459;27/07/2024;MLB4391727566;4;78.9
147396059;31/08/2023;MLB5054664968;3;23.8
344811873;16/02/2023;MLB3717863844;5;396.0
673237897;17/02/2023;MLB3141025777;3;67.99
140242001;12/04/2023;MLB3465813501;6;1249.0
734936724;16/11/2023;MLB3563607169;7;37.32
1218933489;29/03/2023;MLB3718533491;6;28.9
1986681524;14/01/2024;MLB5082967178;1;29.58
538794330;13/03/2023;MLB2164492484;1;19.54
768826009;31/01/2024;MLB3491700219;5;459.9
768826009;15/07/2024;MLB3502451255;4;619.7
823334999;29/08/2023;MLB3862431809;9;39.52
155428638;27/08/2024;MLB4161360638;3;14.94
345807973;11/02/2024;MLB4433657048;8;1285.97
717620194;11/02/2024;MLB4127999500;6;18.94
480263032;18/09/2024;MLB5041324376;4;1929.0
460844959;25/05/2023;MLB3900078698;8;34.3
413927585;07/10/2023;MLB3797373297;3;46.07
684685024;06/05/2024;MLB3647580769;4;168.21
182386228;08/09/2024;MLB3805052575;6;31.99
317039741;31/10/2023;MLB3828603856;7;1242.09
518092731;12/09/2023;MLB2722353623;4;59.0
1042453009;12/03/2023;MLB3803524031;4;33.9
66066353;21/07/2023;MLB5069400844;5;65.0
1021295800;09/04/2023;MLB4727920506;7;41.82
1139700096;28/10/2023;MLB3167703719;8;50.0
1203781543;29/09/2024;MLB3824736420;2;44.88
1185775029;13/02/2023;MLB4791040280;9;193.9
650084609;12/06/2023;MLB4991828524;9;38.19
621419111;06/08/2024;MLB4324321496;3;67.09
565448425;26/06/2024;MLB4831551124;10;39.9
107759971;12/06/2024;MLB3754152595;10;54.15
1143749916;02/03/2023;MLB4578977248;3;80.77
1024649254;05/06/2023;MLB3184752855;10;42.26
1040854188;24/03/2024;MLB3583838101;8;145.0
235568999;03/05/2024;MLB854644043;1;189.0
812376827;13/09/2023;MLB3859165003;3;42.41
1403976766;06/04/2024;MLB3503005329;5;374.3
561029499;01/01/2024;MLB3593414329;3;79.99
1239041863;01/08/2023;MLB3628255905;10;78.9
1564495264;04/06/2023;MLB3624851817;4;132.49
114830033;04/07/2023;MLB5068113188;8;149900.0
95174741;17/06/2024;MLB1287354091;2;78.9
1035172545;05/04/2023;MLB4959610316;9;73.9
1649740777;21/07/2023;MLB5018664354;8;47.8
518092731;07/02/2023;MLB2718881364;3;44.0
62269391;07/06/2023;MLB3839710489;7;33.03
1074056346;01/06/2023;MLB3670324680;7;71.01
446672908;23/01/2023;MLB3652311829;2;45.73
95174741;08/02/2024;MLB1086153706;4;172.8
744240004;19/05/2024;MLB3710315405;7;46.27
1692980446;18/02/2024;MLB5090883766;8;1100000.0
663212996;02/07/2023;MLB4850742792;3;66.0
1475329718;10/02/2023;MLB3498540475;7;25.0
638925391;14/01/2024;MLB3322171505;6;113.39
480263032;08/06/2023;MLB4128310832;3;290.05
229720469;27/09/2023;MLB5087179020;6;175.12
303537983;26/08/2024;MLB2019804384;9;262.0
1154882521;26/08/2023;MLB3774287573;5;23.0
781345314;19/11/2023;MLB3351741327;2;104.17
440775073;23/08/2024;MLB3729692673;1;199.8
1918199536;15/04/2023;MLB5092748330;3;89990.0
1241092645;05/01/2023;MLB3352381729;6;28.4
480263032;09/01/2024;MLB3582540395;10;4561.24
438237398;09/04/2024;MLB3273011557;1;49.9
243210361;16/05/2024;MLB3860125543;5;490000.0
807685248;12/06/2024;MLB3558703539;9;89.1
293714574;30/06/2024;MLB4422207506;9;54.39
153526924;15/05/2024;MLB4979581318;5;26.98
440775073;13/07/2023;MLB3506007937;8;157.17
95174741;06/07/2023;MLB1139876342;2;169.9
171427757;07/09/2023;MLB5027318466;6;20.15
204548818;07/03/2024;MLB3749374380;6;157.0
592609211;19/04/2023;MLB3727270639;1;220.79
290965309;31/05/2023;MLB5088328378;6;50.11
1415980276;19/07/2024;MLB3809909126;2;41.99
653780013;01/08/2023;MLB3355384819;8;37.47
1359371227;08/08/2024;MLB3776187407;1;147.9
541925291;07/01/2024;MLB3628600633;3;17.44
416231297;09/04/2024;MLB5068337092;9;250.0
186758107;14/02/2024;MLB5090931634;4;39.95
592799910;08/05/2023;MLB5062107634;6;196.0
143222059;30/10/2023;MLB4370404054;9;62.48
777093243;12/07/2024;MLB3849856275;8;45.38
1368803933;24/01/2024;MLB4615255824;1;102.68
136953519;06/11/2023;MLB4102394148;9;34.05
1346266827;05/06/2023;MLB3683557935;8;18.9
97372502;23/11/2023;MLB2901343748;6;240.0
1595331618;13/07/2024;MLB3862674365;6;78.98
1986601844;29/02/2024;MLB3864172987;6;180000000.0
158812390;01/08/2024;MLB4407649276;9;18.35
720423190;04/01/2023;MLB3542920647;2;119.0
273858429;10/03/2024;MLB4568260258;7;197.94
1052325965;12/03/2024;MLB4859801836;9;173.2
614725838;03/06/2024;MLB2776444663;2;18.3
1188362425;29/06/2024;MLB2880101622;5;4.49
494193379;10/05/2024;MLB4311703126;3;462.34
573742736;16/01/2023;MLB3521823927;8;14.49
734936724;10/04/2024;MLB3563607169;7;37.32
538918694;14/06/2023;MLB3686549253;5;28.0
67462342;09/05/2024;MLB4774733258;3;174.0
401899394;28/04/2024;MLB3848424373;3;389.35
575648058;07/03/2024;MLB3629766577;8;47.79
1422092203;20/07/2024;MLB3859158323;10;121890.0
44278952;04/09/2023;MLB3210514549;1;216.0
539426610;30/06/2024;MLB3381202147;7;17.49
1648169183;20/10/2023;MLB4960103482;4;288.15
1245689402;12/09/2024;MLB3624826385;5;87.21
345807973;05/11/2023;MLB4247366554;5;884.45
62269391;21/09/2024;MLB3839710489;4;33.03
208392749;29/06/2024;MLB2144270237;3;41.8
246715984;18/08/2023;MLB4543789172;1;41.75
136953519;27/04/2024;MLB4102394148;4;34.05
625440901;15/03/2024;MLB2915534873;3;74.15
710361722;28/05/2024;MLB4471769688;5;101.2
263033296;21/03/2023;MLB4034026434;8;43.77
35988291;12/06/2024;MLB3833496401;2;25.46
1187294371;15/01/2024;MLB4112626044;6;49.8
628941634;10/05/2023;MLB3859481163;7;171.95
62009956;26/09/2023;MLB3847372081;8;45.0
179072563;24/07/2023;MLB3778935896;4;44.73
102712099;15/01/2024;MLB3829666538;4;550.05
272055456;13/09/2024;MLB3860490937;7;87900.0
153645053;15/08/2023;MLB3862959215;4;125000.0
811137249;18/06/2023;MLB3496115653;6;56.9
212834253;21/09/2023;MLB3810510654;3;45.0
697283285;12/07/2024;MLB4350929546;1;78.9
480263032;30/01/2023;MLB3582540395;8;4561.24
482375439;05/02/2023;MLB4536601040;9;77.96
26033992;17/07/2023;MLB3057142848;5;60.79
116280650;25/01/2023;MLB3862913279;5;36500.0
1120551476;04/06/2023;MLB3519050915;7;10.98
306786885;16/09/2023;MLB3762671715;1;117.99
620700393;09/11/2023;MLB3716586155;8;22.9
43868436;04/06/2024;MLB3801298879;8;152.89
1714963152;12/02/2024;MLB5088711340;9;33.22
221067608;13/10/2023;MLB3808895979;1;169.0
358625041;15/02/2023;MLB2822986234;5;563.9
1564495264;18/11/2023;MLB3624851817;2;132.49
1023549224;24/03/2023;MLB5091351152;4;679.89
390286076;01/10/2023;MLB1305722840;10;29.95
1187908924;06/03/2024;MLB4458022858;4;78.99
1375734583;16/10/2023;MLB3371578831;6;99.9
480263032;06/06/2024;MLB3859562714;8;108.72
1782787563;16/09/2023;MLB4796336964;9;81.44
200359620;18/05/2023;MLB3546150784;6;39.54
95174741;05/05/2023;MLB1281711808;10;30.65
1415980276;06/12/2023;MLB3862686265;2;510.3
1219182002;24/10/2023;MLB3183201560;7;78.0
1241092645;10/02/2023;MLB3352381729;4;28.4
480263032;17/09/2023;MLB3589269609;1;921.11
136953519;14/11/2023;MLB4102394148;8;34.05
646053858;19/06/2023;MLB5073225784;3;291.0
444816473;02/01/2024;MLB3698110641;10;82.5
95174741;30/06/2023;MLB1094866843;9;299.8
144773339;16/12/2023;MLB5089492614;5;28000.0
144578541;07/08/2024;MLB3409952619;2;108.79
221067608;19/04/2024;MLB3808895979;10;169.0
114830033;08/05/2024;MLB5068113188;4;149900.0
235608158;05/08/2024;MLB4147955524;4;26.92
1031733261;21/09/2023;MLB3674229133;9;34.78
189182737;07/08/2024;MLB3825153595;3;161.94
1259180517;30/01/2024;MLB4471245748;1;41.23
1074382560;08/06/2023;MLB4481471232;10;354.36
480263032;25/03/2023;MLB3589269609;2;921.11
160458931;08/04/2023;MLB3836205357;7;15.72
745172982;18/03/2024;MLB3562592527;2;35.7
244514962;14/02/2023;MLB3558295243;8;33.15
200359620;30/11/2023;MLB3546150784;3;39.54
208208653;22/01/2024;MLB3400453607;10;19.0
480263032;14/07/2023;MLB3924645140;7;99.9
31376721;02/08/2024;MLB3421608287;4;16.2
326508445;06/08/2023;MLB4191125204;5;567.51
480265022;02/01/2023;MLB2770275483;9;72.54
1012114354;09/08/2023;MLB4495372470;8;29.12
768826009;05/03/2023;MLB3502451255;7;619.7
246715984;22/08/2023;MLB4543789172;3;41.75
1507700562;06/05/2023;MLB5033468572;2;898.0
1105017191;15/06/2023;MLB3834657545;8;69.99
63131482;18/01/2023;MLB4112335638;1;47.0
1009377538;19/01/2023;MLB3711884049;6;232.19
1255520464;24/06/2024;MLB3632686325;8;87.9
631766560;26/07/2024;MLB5070942828;10;146.0
475141854;28/12/2023;MLB3463595813;1;26.28
631766560;13/07/2024;MLB5070942828;3;146.0
1523341183;22/11/2023;MLB3781257429;1;43.03
488946915;12/01/2023;MLB3715660459;4;46.66
183982918;11/03/2024;MLB1381132707;3;56.0
244514962;30/01/2024;MLB3578167369;3;33.15
222723975;11/03/2024;MLB3764061893;7;28.86
268330639;12/07/2023;MLB3859398457;4;98000.0
326016487;29/03/2024;MLB3566320613;2;1034.0
390286076;03/11/2023;MLB1305722840;8;29.95
391245909;09/03/2024;MLB3933760848;4;49.89
1646140550;24/05/2023;MLB5047314562;3;165.88
51869795;16/02/2023;MLB782141206;6;139.99
777338596;16/07/2023;MLB3251857101;7;287.35
482375439;27/07/2023;MLB4732906480;1;61.51
1084304577;03/09/2023;MLB4865478720;2;17.6
251420469;21/01/2024;MLB5005327188;8;39.89
1185775029;26/07/2023;MLB4791040280;4;193.9
1332588645;20/09/2024;MLB4519390884;8;78.03
1912802461;27/07/2024;MLB5060707470;2;52.63
1434976558;11/01/2024;MLB4418945508;8;130.0
480263032;06/06/2024;MLB3496115657;2;220.04
565448425;18/04/2024;MLB4831551124;4;39.9
176437388;15/07/2023;MLB3804749759;8;211.0
32627270;20/04/2023;MLB3779927319;3;28.5
144773339;01/02/2024;MLB5089492614;10;28000.0
230263288;04/03/2024;MLB1154696163;8;80.0
44371940;06/10/2023;MLB3848670417;6;68.0
734936724;24/06/2024;MLB3563607169;4;37.32
734566096;24/03/2024;MLB3804630065;3;51.27
64196652;22/07/2023;MLB2766771378;5;159.6
745172982;14/07/2023;MLB2799335510;2;49.0
176760914;16/05/2024;MLB5046274776;2;1380000.0
191380894;06/06/2023;MLB3863606993;5;69.99
222533718;07/09/2023;MLB4469031872;4;133.95
1024235833;03/02/2024;MLB3767504991;4;51.9
699362707;16/03/2024;MLB4914163718;2;293.4
44393827;18/01/2023;MLB3779124697;8;26.31
1158756553;30/09/2023;MLB4736068452;6;4049.0
102866178;26/07/2024;MLB3863377089;9;780000.0
309996717;14/03/2023;MLB3739789675;6;189.0
745172982;10/07/2023;MLB2799335510;6;49.0
319130301;08/07/2024;MLB4084192092;2;105.78
480263032;03/09/2023;MLB3589212353;9;1065.0
1182385661;26/01/2024;MLB2880107604;2;299.0
440775073;15/09/2023;MLB3729692673;2;199.8
480263032;06/04/2023;MLB4326145634;7;20.0
1463541380;10/01/2024;MLB3852925621;6;61.26
711949118;25/06/2024;MLB3861904333;7;29.59
480263032;26/07/2023;MLB3523109139;5;290.18
77932982;05/08/2024;MLB4522874450;6;29.49
10000707;19/11/2023;MLB5085309488;9;69000.0
305977176;07/07/2023;MLB3832371460;7;37.99
112538836;25/04/2023;MLB3956052698;3;54.9
1283107684;11/06/2024;MLB3126416794;3;175.0
228145111;01/09/2024;MLB5057314472;5;6999.0
51869795;24/02/2023;MLB1076263446;3;184.95
480265022;19/02/2023;MLB3096564919;5;17.48
153938540;21/05/2024;MLB3441582029;10;31.71
235262653;30/07/2024;MLB3003539989;10;114.53
592299815;02/07/2023;MLB3456042845;9;105.0
255175708;05/02/2023;MLB4690646038;6;98.83
1301653367;12/05/2023;MLB3581247341;5;12.99
1087712289;12/03/2024;MLB2735548557;8;59.85
779652426;08/04/2024;MLB4681919422;2;78.98
496077281;12/05/2024;MLB4775709490;9;28.4
1242292200;11/12/2023;MLB3860416481;1;153.0
1182385661;16/09/2023;MLB2880107604;9;299.0
231300703;18/02/2024;MLB2899374962;7;24.5
736159205;03/03/2023;MLB2003359152;5;16.88
1188362425;21/03/2024;MLB3218229809;3;11.94
1109461744;13/02/2023;MLB2735052332;7;329.9
1242292200;07/09/2023;MLB3860416481;10;153.0
1015474523;24/07/2024;MLB4538199522;8;38.18
414390761;22/09/2024;MLB5065464426;9;49.99
42605758;10/07/2024;MLB3854234482;3;79.99
439595320;08/06/2023;MLB3661801279;5;129.8
77066623;21/08/2023;MLB3768413284;3;43.2
777238447;01/01/2024;MLB3833304711;10;138.0
1683146668;15/08/2023;MLB3727131603;9;24.5
663212996;08/03/2023;MLB5025045482;7;2190.0
234629020;22/05/2024;MLB3384414107;6;420.85
440775073;11/05/2023;MLB3593042357;4;219.0
88639314;05/05/2023;MLB3699035845;7;50.61
728969910;27/01/2024;MLB2910049702;3;59.17
544010570;03/06/2024;MLB4126520494;9;10.64
832754112;27/07/2024;MLB3716050720;3;119.92
239727300;20/07/2023;MLB3406228481;3;201.0
34733173;08/09/2024;MLB3148905883;8;16.19
570711938;07/10/2023;MLB3250331769;9;1300.55
79231442;23/09/2024;MLB4651655020;6;27.5
424745478;22/12/2023;MLB3069143806;1;27.08
75803531;18/02/2024;MLB4637483116;10;180.49
209316210;03/09/2023;MLB3801498607;3;24.89
1094628902;30/03/2024;MLB3447885153;4;56.94
49259420;25/08/2023;MLB3687856163;7;58.89
614794592;29/09/2023;MLB5085338754;3;197.0
189359479;26/02/2023;MLB883472871;5;362.0
1403976766;03/02/2023;MLB3503005329;8;374.3
710361722;13/06/2023;MLB4471769688;2;101.2
482375439;06/02/2024;MLB4732906480;5;61.51
1833517642;07/06/2023;MLB3838819145;7;194.22
480263032;20/08/2023;MLB4553212912;9;198.61
1890853127;21/02/2023;MLB4944474368;6;296.99
349204909;14/09/2024;MLB3865089029;7;44.99
1706339094;28/11/2023;MLB3798441695;9;28.13
208392749;21/02/2024;MLB2144270237;9;41.8
194177382;08/01/2024;MLB3447007335;9;35.15
1165352851;05/05/2023;MLB3611234459;5;147.92
1354124140;27/08/2023;MLB3508772909;5;53.52
1108715207;31/03/2024;MLB3551772445;5;55.97
516829578;29/06/2023;MLB3802056587;10;32.1
177928932;26/03/2024;MLB3600385733;5;30.07
1855233768;29/07/2024;MLB5079441298;3;60.9
480263032;22/03/2023;MLB4326145634;6;20.0
564615359;11/04/2023;MLB3445856655;3;1799.1
1888722792;16/08/2024;MLB3852929491;2;799.9
391245909;09/10/2023;MLB3933760848;4;49.89
67462342;30/05/2024;MLB3537646225;6;158.0
353593788;04/10/2023;MLB4653151726;5;34.75
829600547;31/12/2023;MLB4362181434;10;26.25
690485804;31/08/2023;MLB3304491383;3;56.99
9036779;10/11/2023;MLB3610551715;7;54.8
797182623;08/02/2023;MLB3825935271;6;141.0
361608313;23/07/2024;MLB4764418790;8;29.99
1040854188;30/12/2023;MLB3583838101;8;145.0
144578541;13/01/2023;MLB4635520536;1;114.0
825520349;23/09/2023;MLB5018566124;2;29.14
154131113;19/03/2024;MLB5082894042;1;78000.0
1888722792;01/03/2023;MLB3852929491;5;799.9
1917068106;24/04/2024;MLB3838673021;9;2899.0
144578541;06/07/2023;MLB4635520536;7;114.0
786882858;16/07/2024;MLB3495216475;9;36.99
179072563;18/08/2024;MLB3778935896;4;44.73
1012114354;09/04/2024;MLB4495372470;10;29.12
1024235833;30/04/2023;MLB4970715340;1;43.65
629552158;10/10/2023;MLB5052310024;1;22.99
153579917;18/07/2024;MLB4610954454;2;19.68
209316210;01/10/2023;MLB3800903655;9;26.49
151174033;30/01/2023;MLB2185458509;5;56.4
1077476156;11/07/2024;MLB4626752664;8;198.0
1024286213;15/04/2024;MLB4235802578;5;226.22
264268329;22/09/2023;MLB3489524539;1;205.99
130090710;26/07/2024;MLB1788888572;9;110.07
480263032;08/01/2024;MLB4431810396;6;1192.08
1354124140;02/01/2024;MLB3508772909;5;53.52
81933182;04/05/2024;MLB1832565744;10;145.9
1014067102;06/02/2024;MLB3582198459;10;17.71
480263032;02/04/2024;MLB5008835776;9;888.0
1024649254;18/07/2023;MLB3749616371;6;62.3
234629020;18/08/2024;MLB3384450349;3;420.85
1255520464;22/05/2023;MLB3632686325;9;87.9
825096627;16/03/2023;MLB4558701266;7;22.46
771186456;25/04/2024;MLB3831487870;7;39.99
401899394;29/01/2024;MLB4094769414;6;176.0
1188362425;28/07/2023;MLB2880259468;4;39.99
1084304577;16/09/2023;MLB4865478720;1;17.6
190157921;06/01/2024;MLB4145079950;1;34.4
93002175;27/03/2023;MLB5089254964;4;750.0
1782787563;08/05/2023;MLB4796336964;10;81.44
1298716723;28/03/2023;MLB3561479753;1;57.0
575648058;20/08/2024;MLB3629766577;5;47.79
480263032;21/03/2023;MLB4326145634;9;20.0
297823686;02/02/2024;MLB3553448731;8;78.97
766587791;01/04/2023;MLB3684952081;6;39.0
1242292200;05/03/2024;MLB3860416481;2;153.0
554655438;26/05/2023;MLB4728710112;9;35.2
179072563;03/03/2023;MLB3778935896;3;44.73
265331896;23/01/2024;MLB2772969320;1;59.96
1717492036;17/01/2024;MLB3832396013;3;1053.0
1706339094;07/11/2023;MLB3798441695;8;28.13
734566096;28/04/2024;MLB3804630065;6;51.27
427630663;03/07/2023;MLB3827222461;1;25.27
1195444170;10/09/2023;MLB3768576647;4;1335.0
230263288;07/07/2024;MLB1154696163;10;80.0
105694381;17/07/2023;MLB5038792678;4;15.92
1109461744;27/08/2023;MLB2735052332;7;329.9
1716869819;07/04/2024;MLB3843874401;9;125.0
340133124;11/01/2024;MLB5010864820;9;198.0
1458393882;26/07/2024;MLB4771774852;6;29.91
361608313;26/07/2024;MLB4764613204;4;29.3
190157921;25/03/2023;MLB3423783265;10;21.0
326016487;31/03/2023;MLB4605199858;7;2867.0
23570019;07/03/2023;MLB4243840282;10;18.99
153526924;08/02/2023;MLB4979841546;4;43.22
319304459;03/02/2023;MLB5067989450;8;57.5
182266509;26/10/2023;MLB4463099772;10;32.9
6437700;25/02/2023;MLB3504003709;4;109.99
67462342;10/09/2024;MLB4443404092;6;165.0
258966188;31/12/2023;MLB4709784006;5;71.06
600717389;01/03/2024;MLB3143205717;9;44.23
137778409;30/03/2023;MLB3774030133;10;63.88
144773339;01/10/2023;MLB5089506036;6;45500.0
390286076;10/06/2023;MLB1305722840;1;29.95
95174741;22/10/2023;MLB1030948809;7;299.0
75803531;23/02/2023;MLB4637483116;1;180.49
204826922;12/02/2023;MLB4700155732;9;429.64
1332065711;20/12/2023;MLB4959623622;3;27.55
10000707;14/02/2024;MLB5085309488;3;69000.0
1024134647;27/03/2023;MLB3451028265;7;39.9
153526924;09/12/2023;MLB4979841546;3;43.22
121011280;15/07/2024;MLB4767173038;10;42.45
1109075514;23/07/2024;MLB4601052064;7;235.0
26471308;25/03/2023;MLB5076352650;2;80000.0
125514982;03/11/2023;MLB3815596095;10;8.0
83799991;12/08/2023;MLB4464745656;7;164.9
488758624;07/06/2024;MLB5087164000;2;110.77
1246937090;30/08/2023;MLB3569757607;4;24.07
179072563;05/02/2024;MLB3387528725;6;40.0
780702949;29/07/2024;MLB3381611163;5;87.4
1781816401;03/01/2024;MLB5072774642;8;33.87
728969910;07/09/2024;MLB2910049702;6;59.17
1185171320;16/07/2023;MLB5000741264;6;36.18
251420469;18/07/2024;MLB5005327188;5;39.89
638703107;30/03/2023;MLB3391619923;7;22.4
152381864;04/06/2024;MLB3380688843;10;99.99
177928932;19/12/2023;MLB4461308448;10;33.13
440775073;10/12/2023;MLB3593042357;9;219.0
147896428;13/06/2024;MLB4047131604;6;77.9
548703142;09/06/2024;MLB3819060229;10;20.81
13041519;25/05/2024;MLB5090942346;3;360000.0
480263032;03/03/2024;MLB4433635074;4;884.79
480263032;10/09/2024;MLB3496115657;10;220.04
20867237;09/06/2024;MLB3665695839;5;3600.0
263033296;12/08/2024;MLB4034026434;6;43.77
211037446;10/03/2023;MLB4844389174;5;5349.0
534607838;21/03/2024;MLB1463829032;9;64.2
780702949;29/06/2023;MLB2170650570;5;27.0
51869795;23/08/2023;MLB1077096006;3;175.99
536693383;02/07/2023;MLB3806874205;1;58.09
439595320;16/12/2023;MLB1466766591;6;169.9
713571099;20/05/2024;MLB3332039175;2;321.35
453220997;05/02/2024;MLB4932622602;6;29.0
326016487;23/04/2024;MLB4605199858;8;2867.0
1855233768;15/02/2024;MLB5079441298;1;60.9
781345314;16/01/2024;MLB3351741327;3;104.17
736159205;20/09/2024;MLB2003359152;9;16.88
141590765;13/01/2023;MLB3859582379;6;120000.0
438237398;30/04/2024;MLB3273011557;10;49.9
61469037;15/12/2023;MLB4200400048;10;242.99
663212996;06/02/2023;MLB3348228247;10;1268.25
144578541;19/09/2024;MLB4635520536;8;114.0
